gender,ug_course,ug_specialization,interests,skills,cgpa,has_certification,certification_title,is_working,masters_field,job_title
Female,BSc,Physics,"Mathematics, Research, Artificial Intelligence","Python, Linux, NLP, Mathematics",8.85,Yes,Deep Learning Specialization,Yes,MSc in Statistics,AI Research Scientist
Male,BSc,Information Technology,"Cloud Computing, System Design, Reading","CI/CD, Excel, Linux, Kubernetes, Docker",8.47,Yes,AWS DevOps Engineer,Yes,M.Tech in CS,DevOps Engineer
Female,B.Tech,Visual Arts,"Travel, Graphic Design","Figma, Photoshop, Sketch, Adobe XD, Teamwork",6.16,Yes,Interaction Design Foundation,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,BSc,Information Technology,"Networking, Hardware","Firewalls, Problem Solving, Communication",7.08,Yes,CCNA,Yes,M.Tech in Networking,Network Engineer
Female,B.Tech,Information Technology,"Networking, Cloud Infrastructure","GCP, Azure, Git, Linux, AWS",8.64,Yes,CompTIA Cloud+,Yes,MS in Computer Networks,Cloud Engineer
Male,B.Tech,Computer Science,"Cloud Computing, Automation, System Design, Reading","Kubernetes, AWS, Problem Solving, Docker, Excel",7.18,Yes,Kubernetes CKA,No,No Masters,DevOps Engineer
Male,BCA,Computer Science,"Backend, Data Modeling, Photography, Database Management","MySQL, Git, Excel",8.71,Yes,PostgreSQL Associate,No,M.Tech in CS,Database Administrator
Male,B.Tech,Mathematics,"Music, Research, Mathematics, Artificial Intelligence","Excel, Deep Learning, Git, Python, Research Writing",9.02,No,None,No,MSc in Statistics,AI Research Scientist
Male,BCA,Statistics,"Statistics, Data Analysis, Machine Learning","SQL, Git, Machine Learning",8.83,No,None,Yes,MS in Statistics,Data Scientist
Male,B.Tech,Computer Science,"Cloud Infrastructure, Networking","Linux, Azure, AWS",7.66,No,None,Yes,M.Tech in Cloud,Cloud Engineer
Male,BSc,Information Technology,"Networking, Cloud Infrastructure, Sports","Azure, GCP, Linux, AWS",7.18,Yes,AWS Solutions Architect,No,MS in Computer Networks,Cloud Engineer
Male,B.Tech,Mathematics,"Mathematics, Research, Sports","Deep Learning, Git, NLP, Mathematics",9.86,Yes,Deep Learning Specialization,No,MSc in Mathematics,AI Research Scientist
Male,BCA,Computer Science,"Web Design, UI Design, Frontend Development, Travel","Communication, JavaScript, HTML",7.12,Yes,freeCodeCamp Web Dev,No,No Masters,Web Developer
Male,BSc,Information Technology,"Photography, Networking, Automation","Communication, Azure, Terraform, Excel, AWS",8.83,Yes,AWS Solutions Architect,Yes,MS in Computer Networks,Cloud Engineer
Male,B.Tech,Statistics,"Mathematics, Artificial Intelligence, Research, Travel","Excel, Deep Learning, Python, Research Writing",8.25,Yes,Reinforcement Learning Specialization,Yes,MSc in Statistics,AI Research Scientist
Male,BCA,Information Technology,"Consulting, Gaming","Excel, Problem Solving, ERP Systems, Project Management",8.19,Yes,Microsoft 365 Fundamentals,Yes,MBA,IT Consultant
Male,BBA,Business Administration,"Market Research, Leadership, Music","Excel, Agile, Communication, JIRA",7.87,No,None,Yes,No Masters,Product Manager
Male,B.Tech,Business Administration,"IT Management, Gaming, Consulting","Project Management, ERP Systems, Excel",6.97,No,None,Yes,MCA,IT Consultant
Male,BSc,Business Administration,"Business Strategy, Data Analysis","Problem Solving, Communication, Power BI",8.04,Yes,CBAP Certification,Yes,MS in Business Analytics,Business Analyst
Male,BCA,Visual Arts,"Creativity, Graphic Design, User Experience","Teamwork, Photoshop, Prototyping, Problem Solving",7.19,Yes,Google UX Design Certificate,Yes,No Masters,UI/UX Designer
Male,BSc,Computer Science,"Data Analysis, Cooking","Excel, Power BI, Communication, Project Management, SQL",6.67,Yes,Google Data Analytics,Yes,MBA,Business Analyst
Female,MSc,Mathematics,"Mathematics, Travel, Research, Artificial Intelligence","Problem Solving, Excel, Deep Learning, Mathematics",8.88,Yes,Google ML Engineer,Yes,PhD in CS,AI Research Scientist
Male,BSc,Electronics,"Automation, System Design","Linux, Docker, CI/CD",8.65,Yes,Docker Certified Associate,Yes,No Masters,DevOps Engineer
Male,BSc,Computer Science,"Reading, Ethical Hacking, Cyber Security","Network Security, Python, Ethical Hacking, Communication",7.48,Yes,CISSP,No,No Masters,Cybersecurity Analyst
Female,B.Tech,Electronics,"Music, Ethical Hacking, Networking","Communication, Ethical Hacking, Python, Linux",8.54,Yes,Cybersecurity Fundamentals,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Female,B.Tech,Business Administration,"Music, IT Management","ERP Systems, Project Management, Communication, Excel, SQL",7.19,No,None,Yes,MS in Information Systems,IT Consultant
Female,B.Tech,Mathematics,"Research, Cooking, Artificial Intelligence, Mathematics","Mathematics, NLP, Research Writing, Deep Learning",8.9,Yes,NLP Specialization,Yes,MSc in Mathematics,AI Research Scientist
Male,BCA,Information Technology,"App Development, Music, Design, Programming","Flutter, Excel, Swift, React Native, Java",7.28,Yes,Google Associate Android Developer,Yes,M.Tech in CS,Mobile App Developer
Female,BCA,Software Engineering,"App Development, Design, Programming","Kotlin, Flutter, Swift, Java",7.19,Yes,Apple Swift Certification,Yes,MCA,Mobile App Developer
Female,BCA,Management,"Consulting, Business Analysis","Project Management, SQL, Communication",7.04,Yes,PMP Certification,No,No Masters,IT Consultant
Male,BSc,Commerce,"Data Analysis, Business Strategy, Management","Excel, Communication, SQL, Power BI",7.32,Yes,CBAP Certification,Yes,MS in Business Analytics,Business Analyst
Male,BDes,Visual Arts,"Graphic Design, Creativity, User Experience, Music","Figma, Adobe XD, Photoshop, Excel, Sketch",7.62,Yes,Interaction Design Foundation,No,M.Des,UI/UX Designer
Female,BCA,Software Engineering,"App Development, Reading","Swift, Kotlin, Java, Flutter",8.32,Yes,Google Associate Android Developer,Yes,M.Tech in CS,Mobile App Developer
Female,BCA,Computer Science,"Web Design, Frontend Development, Music, UI Design","Git, HTML, JavaScript, Node.js",8.78,Yes,Google UX Design,Yes,M.Tech in CS,Web Developer
Male,B.Tech,Web Technology,"Frontend Development, UI Design, Gaming, Web Design","HTML, Teamwork, CSS, React",7.7,Yes,freeCodeCamp Web Dev,Yes,MCA,Web Developer
Male,BSc,Information Technology,"UI Design, Travel","CSS, React, Node.js, HTML",8.59,Yes,Google UX Design,Yes,MCA,Web Developer
Female,BBA,Management,"Market Research, Product Strategy, Gaming, Leadership","Excel, Agile, Roadmapping",9.15,Yes,Certified Product Manager,No,MS in Product Management,Product Manager
Male,BSc,Information Technology,"Data Modeling, Database Management, Backend, Reading","PostgreSQL, Communication, Teamwork, MongoDB",8.47,Yes,PostgreSQL Associate,Yes,M.Tech in CS,Database Administrator
Male,B.Tech,Physics,"Research, Artificial Intelligence, Mathematics, Sports","Excel, NLP, Research Writing, Deep Learning, Git",8.42,No,None,Yes,M.Tech in AI,AI Research Scientist
Female,BSc,Software Engineering,"Software Development, Problem Solving, Programming","SQL, Linux, Java, Git",9.11,Yes,Oracle Java Certification,Yes,MS in Software Engineering,Software Engineer
Male,BSc,Information Technology,"Automation, Networking, Cloud Infrastructure","Terraform, Communication, Linux",8.48,Yes,Microsoft Azure Administrator,Yes,MS in Computer Networks,Cloud Engineer
Female,BCA,Information Technology,"Problem Solving, Programming, Software Development","C++, SQL, Communication",9.4,No,None,Yes,M.Tech in CS,Software Engineer
Male,Diploma,Electronics,"Hardware, System Administration","Firewalls, CCNA, Linux",6.95,Yes,Juniper JNCIA,No,No Masters,Network Engineer
Female,BSc,Information Technology,"Travel, Data Modeling","Linux, Excel, Oracle, MongoDB, MySQL",8.05,No,None,Yes,No Masters,Database Administrator
Female,B.Tech,Business Administration,"Business Analysis, Gaming","SQL, Excel, ERP Systems, Communication, Project Management",7.08,Yes,PMP Certification,Yes,MCA,IT Consultant
Male,BBA,Computer Science,"IT Management, Business Analysis, Gaming","ERP Systems, Excel, SQL, Project Management, Communication",7.39,Yes,ITIL Foundation,Yes,No Masters,IT Consultant
Male,BCA,Information Technology,"Reading, Frontend Development, Web Design, UI Design","React, Git, CSS",8.99,Yes,Google UX Design,Yes,MCA,Web Developer
Male,BCA,Computer Science,"Database Management, Data Modeling","Teamwork, Oracle, MongoDB, MySQL, PostgreSQL",7.65,Yes,Oracle DBA Certification,Yes,No Masters,Database Administrator
Male,B.Tech,Information Technology,"Reading, App Development, Programming","Communication, React Native, Excel, Java, Kotlin",6.07,Yes,React Native Certificate,No,M.Tech in CS,Mobile App Developer
Male,BSc,Management,"Business Strategy, Music, Data Analysis","Communication, SQL, Linux",8.62,No,None,Yes,MCA,Business Analyst
Male,BSc,Business Administration,"Data Analysis, Business Strategy, Reading, Management","Teamwork, Project Management, Power BI",6.59,Yes,CBAP Certification,Yes,MS in Business Analytics,Business Analyst
Female,BSc,Computer Science,"Data Modeling, Backend, Database Management, Gaming","Linux, Oracle, PostgreSQL, MySQL, MongoDB",8.35,Yes,Oracle DBA Certification,Yes,MCA,Database Administrator
Female,BCA,Information Technology,"Data Modeling, Sports","MySQL, Oracle, PostgreSQL, Teamwork, SQL",8.81,No,None,No,MCA,Database Administrator
Female,BSc,Mathematics,"Artificial Intelligence, Research","Mathematics, PyTorch, Git, Python, Teamwork",8.2,Yes,Google ML Engineer,No,M.Tech in AI,Machine Learning Engineer
Male,BCA,Mathematics,"Gaming, Backend, Data Modeling","PostgreSQL, Git, MongoDB, SQL, Oracle",6.48,No,None,No,No Masters,Database Administrator
Female,BSc,Computer Science,"Artificial Intelligence, Mathematics, Research, Photography","Problem Solving, Mathematics, Teamwork",9.09,No,None,Yes,PhD in CS,AI Research Scientist
Female,B.Tech,Web Technology,"UI Design, Frontend Development, Web Design","Node.js, HTML, SQL, JavaScript, Git",7.64,Yes,Full Stack Web Development,Yes,MCA,Web Developer
Female,B.Tech,Computer Science,"Programming, Software Development, Gaming","C++, Python, Java, Git",6.57,Yes,Oracle Java Certification,No,MS in Software Engineering,Software Engineer
Male,BSc,Information Technology,"Hardware, Photography, System Administration, Networking","CCNA, Communication, Linux, Routing, Firewalls",7.32,No,None,Yes,M.Tech in Networking,Network Engineer
Male,BCA,Visual Arts,"User Experience, Music, Creativity","Teamwork, Adobe XD, Figma, SQL",7.2,No,None,Yes,No Masters,UI/UX Designer
Male,BSc,Statistics,"Artificial Intelligence, Sports, Mathematics, Research","Git, Mathematics, Python, Deep Learning, Research Writing",8.82,Yes,NLP Specialization,Yes,MS in Machine Learning,AI Research Scientist
Male,B.Tech,Electronics,"Networking, Ethical Hacking","Git, Python, Problem Solving, Ethical Hacking, Network Security",6.68,Yes,CEH Ethical Hacker,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Female,BSc,Computer Science,"Research, Gaming, Mathematics","Deep Learning, NLP, Python",9.52,Yes,NLP Specialization,Yes,PhD in CS,AI Research Scientist
Male,B.Tech,Computer Science,"Database Management, Data Modeling, Backend, Cooking","Git, Oracle, SQL",6.05,Yes,MongoDB DBA,No,MCA,Database Administrator
Female,BSc,Information Technology,"Software Development, Problem Solving, Gaming, Programming","C++, Problem Solving, Java",8.18,Yes,Microsoft Azure Fundamentals,No,M.Tech in CS,Software Engineer
Female,B.Tech,Information Technology,"Ethical Hacking, Networking, Reading","Ethical Hacking, Problem Solving, Excel",6.83,Yes,Cybersecurity Fundamentals,No,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,BSc,Mathematics,"Deep Learning, Travel, Research, Artificial Intelligence","PyTorch, Linux, Machine Learning, Mathematics",7.67,No,None,No,M.Tech in AI,Machine Learning Engineer
Female,B.Tech,Mathematics,"Research, Mathematics, Gaming","Mathematics, Research Writing, NLP, Communication, Python",8.85,Yes,Google ML Engineer,Yes,MSc in Statistics,AI Research Scientist
Female,MSc,Computer Science,"Cooking, Artificial Intelligence","Python, Problem Solving, Research Writing",8.9,No,None,Yes,MSc in Statistics,AI Research Scientist
Male,BSc,Mathematics,"Photography, Research, Artificial Intelligence, Deep Learning","Python, PyTorch, SQL, Mathematics",9.89,Yes,Deep Learning Specialization,Yes,MS in Machine Learning,Machine Learning Engineer
Male,B.Tech,Electronics,"System Design, Gaming, Cloud Computing, Automation","Linux, AWS, Kubernetes, SQL",8.2,Yes,HashiCorp Terraform,No,No Masters,DevOps Engineer
Male,B.Tech,Computer Science,"Artificial Intelligence, Mathematics, Research, Music","Git, Python, Deep Learning, Teamwork",9.35,Yes,NLP Specialization,No,M.Tech in AI,AI Research Scientist
Female,BSc,Computer Science,"Hardware, Networking, System Administration","TCP/IP, Routing, Communication, Firewalls",7.66,Yes,Juniper JNCIA,Yes,M.Tech in Networking,Network Engineer
Male,BCA,Software Engineering,"Reading, Programming, Design","React Native, Java, Communication",7.69,Yes,React Native Certificate,Yes,MCA,Mobile App Developer
Male,BCA,Software Engineering,"Software Development, Reading, Programming, Problem Solving","Linux, Python, Problem Solving, SQL, Java",6.79,Yes,Google Associate Engineer,No,MS in Software Engineering,Software Engineer
Male,BSc,Electronics,"Cyber Security, Gaming","Cryptography, SQL, Python, Network Security, Ethical Hacking",6.62,Yes,CompTIA Security+,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,B.Tech,Computer Science,"Artificial Intelligence, Research, Deep Learning","Python, TensorFlow, Machine Learning",8.42,Yes,Deep Learning Specialization,Yes,MSc in Mathematics,Machine Learning Engineer
Male,BSc,Computer Science,"Gaming, Machine Learning, Statistics, Data Analysis","SQL, R, Python, Tableau, Machine Learning",8.26,No,None,Yes,M.Tech in Data Science,Data Scientist
Female,BSc,Computer Science,"Research, Deep Learning, Artificial Intelligence, Sports","Machine Learning, Mathematics, Teamwork, PyTorch, TensorFlow",9.29,No,None,Yes,MSc in Mathematics,Machine Learning Engineer
Male,BSc,Information Technology,"Problem Solving, Programming","Java, SQL, Git",8.35,No,None,Yes,No Masters,Software Engineer
Female,B.Tech,Information Technology,"App Development, Programming","React Native, Kotlin, SQL, Swift",8.86,No,None,Yes,No Masters,Mobile App Developer
Male,BSc,Commerce,"Management, Gaming, Data Analysis","Communication, Project Management, Excel, SQL, Power BI",8.69,No,None,Yes,No Masters,Business Analyst
Male,B.Tech,Computer Science,"Market Research, Product Strategy, Travel, Leadership","JIRA, Agile, Communication, Git, Excel",9.32,Yes,Google Project Management,No,No Masters,Product Manager
Male,BSc,Computer Science,"Sports, Networking","Communication, Terraform, Azure",7.29,Yes,Microsoft Azure Administrator,No,No Masters,Cloud Engineer
Male,BSc,Information Technology,"Problem Solving, Sports","C++, Java, Python, Problem Solving",7.45,Yes,Google Associate Engineer,Yes,MS in Software Engineering,Software Engineer
Male,BCA,Computer Science,"Creativity, Travel","Prototyping, Adobe XD, Git",5.92,No,None,Yes,No Masters,UI/UX Designer
Female,B.Tech,Information Technology,"Cloud Infrastructure, Networking, Cooking","Azure, Linux, GCP, AWS",7.8,No,None,No,No Masters,Cloud Engineer
Male,B.Tech,Electronics,"Cloud Computing, Automation, System Design","Docker, Excel, AWS",9.03,No,None,Yes,MS in Cloud Computing,DevOps Engineer
Female,BCA,Software Engineering,"Programming, App Development, Reading","Swift, SQL, Kotlin, React Native, Flutter",8.92,Yes,Google Associate Android Developer,Yes,No Masters,Mobile App Developer
Female,BSc,Computer Science,"Leadership, Product Strategy","Data Analysis, JIRA, Communication, Agile",8.61,Yes,Agile Certified Practitioner,Yes,M.Tech in CS,Product Manager
Male,B.Tech,Statistics,"Data Analysis, Statistics, Machine Learning, Reading","Communication, SQL, Python, R",8.07,No,None,No,No Masters,Data Scientist
Male,B.Tech,Computer Science,"Travel, Database Management","Oracle, Git, SQL",7.99,No,None,No,M.Tech in CS,Database Administrator
Female,B.Tech,Information Technology,"App Development, Programming, Design, Music","SQL, React Native, Swift",8.42,No,None,Yes,No Masters,Mobile App Developer
Male,BCA,Business Administration,"Reading, Business Analysis, Consulting","ERP Systems, Project Management, Linux, SQL, Communication",7.5,Yes,Microsoft 365 Fundamentals,Yes,No Masters,IT Consultant
Male,B.Tech,Engineering,"Market Research, Leadership, Product Strategy, Photography","Excel, Data Analysis, JIRA",7.68,No,None,No,MBA,Product Manager
